"codmun","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
251660,"Tavares","Paraíba","Nordeste","25011","11ª Regiao","25011","MACRORREGIAO III - SERTAO ALTO SERTAO"
251670,"Teixeira","Paraíba","Nordeste","25006","6ª Regiao","25006","MACRORREGIAO III - SERTAO ALTO SERTAO"
251675,"Tenório","Paraíba","Nordeste","25016","16ª Regiao","25016","MACRORREGIAO II - CAMPINA GRANDE"
251680,"Triunfo","Paraíba","Nordeste","25009","9ª Regiao","25009","MACRORREGIAO III - SERTAO ALTO SERTAO"
251690,"Uiraúna","Paraíba","Nordeste","25009","9ª Regiao","25009","MACRORREGIAO III - SERTAO ALTO SERTAO"
251700,"Umbuzeiro","Paraíba","Nordeste","25015","15ª Regiao","25015","MACRORREGIAO II - CAMPINA GRANDE"
251710,"Várzea","Paraíba","Nordeste","25006","6ª Regiao","25006","MACRORREGIAO III - SERTAO ALTO SERTAO"
251720,"Vieirópolis","Paraíba","Nordeste","25010","10ª Regiao","25010","MACRORREGIAO III - SERTAO ALTO SERTAO"
250550,"Vista Serrana","Paraíba","Nordeste","25006","6ª Regiao","25006","MACRORREGIAO III - SERTAO ALTO SERTAO"
251740,"Zabelê","Paraíba","Nordeste","25005","5ª Regiao","25005","MACRORREGIAO II - CAMPINA GRANDE"
260005,"Abreu e Lima","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260010,"Afogados da Ingazeira","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260020,"Afrânio","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
260030,"Agrestina","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260040,"Água Preta","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260050,"Águas Belas","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260060,"Alagoinha","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260070,"Aliança","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260080,"Altinho","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260090,"Amaraji","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260100,"Angelim","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260105,"Araçoiaba","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260110,"Araripina","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260120,"Arcoverde","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260130,"Barra de Guabiraba","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260140,"Barreiros","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260150,"Belém de Maria","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260160,"Belém do São Francisco","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
260170,"Belo Jardim","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260180,"Betânia","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260190,"Bezerros","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260200,"Bodocó","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260210,"Bom Conselho","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260220,"Bom Jardim","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260230,"Bonito","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260240,"Brejão","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260250,"Brejinho","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260260,"Brejo da Madre de Deus","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260270,"Buenos Aires","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260280,"Buíque","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260290,"Cabo de Santo Agostinho","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260300,"Cabrobó","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
260310,"Cachoeirinha","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260320,"Caetés","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260330,"Calçado","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260340,"Calumbi","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260345,"Camaragibe","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260350,"Camocim de São Félix","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260360,"Camutanga","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260370,"Canhotinho","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260380,"Capoeiras","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260390,"Carnaíba","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260392,"Carnaubeira da Penha","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260400,"Carpina","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260410,"Caruaru","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260415,"Casinhas","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260420,"Catende","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260430,"Cedro","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
260440,"Chã de Alegria","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260450,"Chã Grande","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260460,"Condado","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260470,"Correntes","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260480,"Cortês","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260490,"Cumaru","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260500,"Cupira","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260510,"Custódia","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260515,"Dormentes","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
260520,"Escada","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260530,"Exu","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260540,"Feira Nova","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260545,"Fernando de Noronha","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260550,"Ferreiros","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260560,"Flores","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260570,"Floresta","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260580,"Frei Miguelinho","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260590,"Gameleira","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260600,"Garanhuns","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260610,"Glória do Goitá","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260620,"Goiana","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260630,"Granito","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260640,"Gravatá","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260650,"Iati","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260660,"Ibimirim","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260670,"Ibirajuba","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260680,"Igarassu","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260690,"Iguaracy","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260760,"Ilha de Itamaracá","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260700,"Inajá","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260710,"Ingazeira","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260720,"Ipojuca","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260730,"Ipubi","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260740,"Itacuruba","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
260750,"Itaíba","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260765,"Itambé","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260770,"Itapetim","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
260775,"Itapissuma","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260780,"Itaquitinga","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260790,"Jaboatão dos Guararapes","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260795,"Jaqueira","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260800,"Jataúba","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260805,"Jatobá","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260810,"João Alfredo","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260820,"Joaquim Nabuco","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260825,"Jucati","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260830,"Jupi","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260840,"Jurema","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
260850,"Lagoa de Itaenga","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260845,"Lagoa do Carro","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260860,"Lagoa do Ouro","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260870,"Lagoa dos Gatos","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260875,"Lagoa Grande","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
260880,"Lajedo","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
260890,"Limoeiro","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260900,"Macaparana","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
260910,"Machados","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260915,"Manari","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
260920,"Maraial","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
260930,"Mirandiba","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
261430,"Moreilândia","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
260940,"Moreno","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260950,"Nazaré da Mata","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260960,"Olinda","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
260970,"Orobó","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
260980,"Orocó","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
260990,"Ouricuri","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
261000,"Palmares","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261010,"Palmeirina","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
261020,"Panelas","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261030,"Paranatama","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
261040,"Parnamirim","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
261050,"Passira","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261060,"Paudalho","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261070,"Paulista","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
261080,"Pedra","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261090,"Pesqueira","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261100,"Petrolândia","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261110,"Petrolina","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
261120,"Poção","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261130,"Pombos","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
261140,"Primavera","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261150,"Quipapá","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261153,"Quixaba","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261160,"Recife","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
261170,"Riacho das Almas","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261180,"Ribeirão","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261190,"Rio Formoso","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261200,"Sairé","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261210,"Salgadinho","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261220,"Salgueiro","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
261230,"Saloá","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
261240,"Sanharó","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261245,"Santa Cruz","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
261247,"Santa Cruz da Baixa Verde","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
261250,"Santa Cruz do Capibaribe","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261255,"Santa Filomena","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
261260,"Santa Maria da Boa Vista","Pernambuco","Nordeste","26009","Petrolina","26009","VALE DO S.FRANCISCO E ARARIPE"
261270,"Santa Maria do Cambucá","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261280,"Santa Terezinha","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261290,"São Benedito do Sul","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261300,"São Bento do Una","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261310,"São Caitano","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261320,"São João","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
261330,"São Joaquim do Monte","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261340,"São José da Coroa Grande","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261350,"São José do Belmonte","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
261360,"São José do Egito","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261370,"São Lourenço da Mata","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
261380,"São Vicente Ferrer","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
261390,"Serra Talhada","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
261400,"Serrita","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
261410,"Sertânia","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261420,"Sirinhaém","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261440,"Solidão","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261450,"Surubim","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261460,"Tabira","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261470,"Tacaimbó","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261480,"Tacaratu","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261485,"Tamandaré","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
261500,"Taquaritinga do Norte","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261510,"Terezinha","Pernambuco","Nordeste","26004","Garanhuns","26004","AGRESTE"
261520,"Terra Nova","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
261530,"Timbaúba","Pernambuco","Nordeste","26005","Goiana","26005","METROPOLITANA"
261540,"Toritama","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261550,"Tracunhaém","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261560,"Trindade","Pernambuco","Nordeste","26007","Ouricuri","26007","VALE DO S.FRANCISCO E ARARIPE"
261570,"Triunfo","Pernambuco","Nordeste","26012","Serra Talhada","26012","SERTAO"
261580,"Tupanatinga","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261590,"Tuparetama","Pernambuco","Nordeste","26001","Afogados Da Ingazeira","26001","SERTAO"
261600,"Venturosa","Pernambuco","Nordeste","26002","Arcoverde","26002","SERTAO"
261610,"Verdejante","Pernambuco","Nordeste","26011","Salgueiro","26011","VALE DO S.FRANCISCO E ARARIPE"
261618,"Vertente do Lério","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261620,"Vertentes","Pernambuco","Nordeste","26003","Caruaru","26003","AGRESTE"
261630,"Vicência","Pernambuco","Nordeste","26006","Limoeiro","26006","METROPOLITANA"
261640,"Vitória de Santo Antão","Pernambuco","Nordeste","26010","Recife","26010","METROPOLITANA"
261650,"Xexéu","Pernambuco","Nordeste","26008","Palmares","26008","METROPOLITANA"
270010,"Água Branca","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270020,"Anadia","Alagoas","Nordeste","27005","5ª Regiao De Saude","27005","1ª MACRORREGIAO DE SAUDE"
270030,"Arapiraca","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270040,"Atalaia","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270050,"Barra de Santo Antônio","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270060,"Barra de São Miguel","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270070,"Batalha","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270080,"Belém","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270090,"Belo Monte","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270100,"Boca da Mata","Alagoas","Nordeste","27005","5ª Regiao De Saude","27005","1ª MACRORREGIAO DE SAUDE"
270110,"Branquinha","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270120,"Cacimbinhas","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270130,"Cajueiro","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270135,"Campestre","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270140,"Campo Alegre","Alagoas","Nordeste","27005","5ª Regiao De Saude","27005","1ª MACRORREGIAO DE SAUDE"
270150,"Campo Grande","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270160,"Canapi","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270170,"Capela","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270180,"Carneiros","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270190,"Chã Preta","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270200,"Coité do Nóia","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270210,"Colônia Leopoldina","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270220,"Coqueiro Seco","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270230,"Coruripe","Alagoas","Nordeste","27006","6ª Regiao De Saude","27006","1ª MACRORREGIAO DE SAUDE"
270235,"Craíbas","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270240,"Delmiro Gouveia","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270250,"Dois Riachos","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270255,"Estrela de Alagoas","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270260,"Feira Grande","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270270,"Feliz Deserto","Alagoas","Nordeste","27006","6ª Regiao De Saude","27006","1ª MACRORREGIAO DE SAUDE"
270280,"Flexeiras","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270290,"Girau do Ponciano","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270300,"Ibateguara","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270310,"Igaci","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270320,"Igreja Nova","Alagoas","Nordeste","27006","6ª Regiao De Saude","27006","1ª MACRORREGIAO DE SAUDE"
270330,"Inhapi","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270340,"Jacaré dos Homens","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270350,"Jacuípe","Alagoas","Nordeste","27002","2ª Regiao De Saude","27002","1ª MACRORREGIAO DE SAUDE"
270360,"Japaratinga","Alagoas","Nordeste","27002","2ª Regiao De Saude","27002","1ª MACRORREGIAO DE SAUDE"
270370,"Jaramataia","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270375,"Jequiá da Praia","Alagoas","Nordeste","27006","6ª Regiao De Saude","27006","1ª MACRORREGIAO DE SAUDE"
270380,"Joaquim Gomes","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270390,"Jundiá","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270400,"Junqueiro","Alagoas","Nordeste","27005","5ª Regiao De Saude","27005","1ª MACRORREGIAO DE SAUDE"
270410,"Lagoa da Canoa","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270420,"Limoeiro de Anadia","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270430,"Maceió","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270440,"Major Isidoro","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270490,"Mar Vermelho","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270450,"Maragogi","Alagoas","Nordeste","27002","2ª Regiao De Saude","27002","1ª MACRORREGIAO DE SAUDE"
270460,"Maravilha","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270470,"Marechal Deodoro","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270480,"Maribondo","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270500,"Mata Grande","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270510,"Matriz de Camaragibe","Alagoas","Nordeste","27002","2ª Regiao De Saude","27002","1ª MACRORREGIAO DE SAUDE"
270520,"Messias","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270530,"Minador do Negrão","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270540,"Monteirópolis","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270550,"Murici","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270560,"Novo Lino","Alagoas","Nordeste","27003","3ª Regiao De Saude","27003","1ª MACRORREGIAO DE SAUDE"
270570,"Olho d'Água das Flores","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270580,"Olho d'Água do Casado","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270590,"Olho d'Água Grande","Alagoas","Nordeste","27007","7ª Regiao De Saude","27007","2ª MACRORREGIAO DE SAUDE"
270600,"Olivença","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270610,"Ouro Branco","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270620,"Palestina","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270630,"Palmeira dos Índios","Alagoas","Nordeste","27008","8ª Regiao De Saude","27008","2ª MACRORREGIAO DE SAUDE"
270640,"Pão de Açúcar","Alagoas","Nordeste","27009","9ª Regiao De Saude","27009","2ª MACRORREGIAO DE SAUDE"
270642,"Pariconha","Alagoas","Nordeste","27010","10ª Regiao De Saude","27010","2ª MACRORREGIAO DE SAUDE"
270644,"Paripueira","Alagoas","Nordeste","27001","1ª Regiao De Saude","27001","1ª MACRORREGIAO DE SAUDE"
270650,"Passo de Camaragibe","Alagoas","Nordeste","27002","2ª Regiao De Saude","27002","1ª MACRORREGIAO DE SAUDE"
270660,"Paulo Jacinto","Alagoas","Nordeste","27004","4ª Regiao De Saude","27004","1ª MACRORREGIAO DE SAUDE"
270670,"Penedo","Alagoas","Nordeste","27006","6ª Regiao De Saude","27006","1ª MACRORREGIAO DE SAUDE"
